"Story","Title","Result","Date","Stability","Duration (s)"
"Adición de productos al carrito - Búsqueda y selección de productos","Buscar y agregar múltiples productos al carrito desde la vista rapida","FAILURE","2023-04-24T11:22:18.8267811-05:00[America/Bogota]","0.0","9.92"
