"Story","Title","Result","Date","Stability","Duration (s)"
"Adición de productos al carrito - Búsqueda y selección de productos","Agregar un producto al carrito seleccionando la talla desde la vista del producto","FAILURE","2023-04-26T20:28:50.1010655-05:00[America/Bogota]","0.0","7.24"
"Adición de productos al carrito - Búsqueda y selección de productos","Agregar un producto al carrito seleccionando el color desde la vista del producto","FAILURE","2023-04-26T20:28:57.5779003-05:00[America/Bogota]","0.0","7.08"
