"Story","Title","Result","Date","Stability","Duration (s)"
"Adición de productos al carrito - Búsqueda y selección de productos","Agregar un producto al carrito eliminarlo del carrito y volverlo anadir","SUCCESS","2023-04-26T20:29:04.8894339-05:00[America/Bogota]","0.0","9.74"
