"Story","Title","Result","Date","Stability","Duration (s)"
"Adición de productos al carrito - Búsqueda y selección de productos","Agregar un producto al carrito seleccionando la talla desde la vista del producto","PENDING","2023-04-22T17:41:43.7523204-05:00[America/Bogota]","0.0","0.56"
